search_key,search_time,keyword,article_index,title,url,snippet,ai_summary,pub_date
인공지능-202601271343,2026-01-27 13:43:56.869074,인공지능,1,인공지능은 2030년 우리 생활을 얼마나 바꿀까,https://www.hani.co.kr/arti/science/science_general/761051.html,"#### [곽노필의 미래 창] ‘인공지능 100년’팀 첫 보고서 자율주행 운송수단 일반화 등 8개 영역에 걸친 변화상 예측. 전자엔 구글에서 인공지능 개발을 책임지고 있는 레이 커즈와일이 있다. 세계 유명 인사들이 인공지능에 대한 경고를 쏟아내던 2014년 가을 ‘인공지능 100년 연구’(AI100)라는 이름의 거창한 연구단이 출범했다. 인공지능 기술 발전이 2030년 보통의 북미 도시에 거주하는 시민의 생활을 어떻게 바꿀 것인지를 염두에 두고 작성했다고 한다. 52쪽의 보고서는 8개 영역에 대한 분석 결과를 담고 있다. 보고서는 자율주행 운송수단이 곧 대중화할 것이며, 대부분의 사람들은 이를 통해 물리적 형체의 인공지능을 처음 경험하게 될 것이라고 예상했다. 그리고 이 경험이 인공지능에 대한 인식을 좌우하게 될 것으로 보았다. 보고서는 차 스스로 사람보다 더 우수한 운전 능력을 갖추게 되면서 사람들은 차를 소유하려 하지 않을 것이며, 굳이 사무실에서 가까운 곳에서 살려 하지도 않을 것이라고 예상했다. 보건 영역에선 인공지능 기반 제품과 서비스들이 몇 년 내에 수백만명의 삶의 질을 개선시켜 줄 것으로 기대했다. 인공지능의 탄생을 138억년 우주 역사에서 우주와 생명의 탄생에 버금가는 대사건으로 꼽는 인공지능 과학자도 있다. * 이란 시위 사망자 3117명 ‘첫 공식 발표’…인권단체 “2만5천명 가능성”.","다음 뉴스 기사들의 핵심 내용을 한국어로 요약해 드립니다:

---

**1. 인공지능은 2030년 우리 생활을 얼마나 바꿀까**
*   '인공지능 100년 연구'팀 보고서는 2030년까지 AI가 북미 도시 시민의 생활에 가져올 변화를 8개 영역에서 예측했습니다.
*   자율주행 운송수단이 대중화되어 많은 이들이 AI를 처음으로 물리적으로 경험하며, 이는 AI에 대한 인식을 좌우할 것으로 예상됩니다.
*   스스로 운전하는 차가 보편화되면 차 소유 개념이 줄고, 사무실 가까이 살아야 할 필요성도 감소할 것으로 보입니다.
*   보건 분야에서는 AI 기반 제품과 서비스가 수년 내에 수백만 명의 삶의 질을 개선할 것으로 기대하고 있습니다.

**2. [IT세상]도구를 넘어 '존재'가 되고 있는 AI**
*   인공지능(AI)은 오랫동안 인간의 연장선에 있는 '도구'로 간주되어 왔습니다.
*   하지만 이제 AI는 계산 기계나 챗봇 같은 도구를 넘어 '존재' 그 자체로 변모하고 있습니다.

**3. 인공지능이 여는 새로운 인터넷 세상**
*   AI가 웹사이트의 주요 방문자가 되는 새로운 인터넷 세상이 곧 도래할 것입니다.
*   이에 따라 모든 기업은 새로운 웹 생태계에 발맞춰 자사 웹사이트를 재편해야 할 때가 올 것으로 예상됩니다.

**4. 인공지능, 어떻게 쓸 것인가**
*   AI를 제대로 이해하고, 어떻게 활용할 수 있을지를 고민해야 할 시점입니다.
*   AI에 초안 작성이나 자료 정리 등 반복 업무를 맡겨 시간을 절약할 수 있습니다.
*   이를 통해 사람들은 핵심 메시지, 전략 수립, 판단, 창의성 등 중요한 부분에 집중할 수 있습니다.
*   카페 사장, 강사, 변호사 등 다양한 직업군에서 AI를 활용해 업무의 질과 생산성을 높일 수 있습니다.
*   결과적으로 AI는 사용자가 정말 중요한 부분에 몰입할 수 있도록 도울 것입니다.

**5. 인공지능 시대, 알던 지식을 비워라 그리고 연대하라**
*   디지털 인문학자 구본권은 AI 시대에는 '언러닝'(unlearning)과 '감식안'이 필수적이며, 기존 지식과 경험이 많을수록 위험할 수 있다고 말합니다.
*   AI가 누구나 지식과 기회를 얻는 강력한 개인의 시대를 열지만, 역설적으로 협업과 연대의 힘이 더욱 중요해진다고 강조합니다.
*   이는 AI를 개인이 배타적으로 소유할 수 없고, 개인의 주의력과 역량에도 한계가 있기 때문입니다.
*   '할 줄 알지만 말로 설명할 수 없는' 암묵지 습득의 중요성도 언급됩니다.
*   결국 AI 시대에는 강한 개인의 역량과 함께 취약한 다수의 협력이 생존의 열쇠가 될 것입니다.",
인공지능-202601271343,2026-01-27 13:43:56.869074,인공지능,2,[IT세상]도구를 넘어 '존재'가 되고 있는 AI,https://www.khan.co.kr/article/202508032124015,"인공지능(AI)은 오랜 시간 인간의 연장선에 있는 '도구'로 간주돼왔다. 계산을 대신 해주는 기계, 추천 알고리즘, 대화형 챗봇까지 AI는 인간의 지시에","다음 뉴스 기사들의 핵심 내용을 한국어로 요약해 드립니다:

---

**1. 인공지능은 2030년 우리 생활을 얼마나 바꿀까**
*   '인공지능 100년 연구'팀 보고서는 2030년까지 AI가 북미 도시 시민의 생활에 가져올 변화를 8개 영역에서 예측했습니다.
*   자율주행 운송수단이 대중화되어 많은 이들이 AI를 처음으로 물리적으로 경험하며, 이는 AI에 대한 인식을 좌우할 것으로 예상됩니다.
*   스스로 운전하는 차가 보편화되면 차 소유 개념이 줄고, 사무실 가까이 살아야 할 필요성도 감소할 것으로 보입니다.
*   보건 분야에서는 AI 기반 제품과 서비스가 수년 내에 수백만 명의 삶의 질을 개선할 것으로 기대하고 있습니다.

**2. [IT세상]도구를 넘어 '존재'가 되고 있는 AI**
*   인공지능(AI)은 오랫동안 인간의 연장선에 있는 '도구'로 간주되어 왔습니다.
*   하지만 이제 AI는 계산 기계나 챗봇 같은 도구를 넘어 '존재' 그 자체로 변모하고 있습니다.

**3. 인공지능이 여는 새로운 인터넷 세상**
*   AI가 웹사이트의 주요 방문자가 되는 새로운 인터넷 세상이 곧 도래할 것입니다.
*   이에 따라 모든 기업은 새로운 웹 생태계에 발맞춰 자사 웹사이트를 재편해야 할 때가 올 것으로 예상됩니다.

**4. 인공지능, 어떻게 쓸 것인가**
*   AI를 제대로 이해하고, 어떻게 활용할 수 있을지를 고민해야 할 시점입니다.
*   AI에 초안 작성이나 자료 정리 등 반복 업무를 맡겨 시간을 절약할 수 있습니다.
*   이를 통해 사람들은 핵심 메시지, 전략 수립, 판단, 창의성 등 중요한 부분에 집중할 수 있습니다.
*   카페 사장, 강사, 변호사 등 다양한 직업군에서 AI를 활용해 업무의 질과 생산성을 높일 수 있습니다.
*   결과적으로 AI는 사용자가 정말 중요한 부분에 몰입할 수 있도록 도울 것입니다.

**5. 인공지능 시대, 알던 지식을 비워라 그리고 연대하라**
*   디지털 인문학자 구본권은 AI 시대에는 '언러닝'(unlearning)과 '감식안'이 필수적이며, 기존 지식과 경험이 많을수록 위험할 수 있다고 말합니다.
*   AI가 누구나 지식과 기회를 얻는 강력한 개인의 시대를 열지만, 역설적으로 협업과 연대의 힘이 더욱 중요해진다고 강조합니다.
*   이는 AI를 개인이 배타적으로 소유할 수 없고, 개인의 주의력과 역량에도 한계가 있기 때문입니다.
*   '할 줄 알지만 말로 설명할 수 없는' 암묵지 습득의 중요성도 언급됩니다.
*   결국 AI 시대에는 강한 개인의 역량과 함께 취약한 다수의 협력이 생존의 열쇠가 될 것입니다.",
인공지능-202601271343,2026-01-27 13:43:56.869074,인공지능,3,인공지능이 여는 새로운 인터넷 세상,https://www.joongang.co.kr/article/25342149,머지않아 모든 기업이 자사의 웹사이트를 재편하는 때가 올 것이다. AI가 주요 방문자가 되는 새로운 웹 생태계의 도래에 발맞춰서 말이다. 미래 웹,"다음 뉴스 기사들의 핵심 내용을 한국어로 요약해 드립니다:

---

**1. 인공지능은 2030년 우리 생활을 얼마나 바꿀까**
*   '인공지능 100년 연구'팀 보고서는 2030년까지 AI가 북미 도시 시민의 생활에 가져올 변화를 8개 영역에서 예측했습니다.
*   자율주행 운송수단이 대중화되어 많은 이들이 AI를 처음으로 물리적으로 경험하며, 이는 AI에 대한 인식을 좌우할 것으로 예상됩니다.
*   스스로 운전하는 차가 보편화되면 차 소유 개념이 줄고, 사무실 가까이 살아야 할 필요성도 감소할 것으로 보입니다.
*   보건 분야에서는 AI 기반 제품과 서비스가 수년 내에 수백만 명의 삶의 질을 개선할 것으로 기대하고 있습니다.

**2. [IT세상]도구를 넘어 '존재'가 되고 있는 AI**
*   인공지능(AI)은 오랫동안 인간의 연장선에 있는 '도구'로 간주되어 왔습니다.
*   하지만 이제 AI는 계산 기계나 챗봇 같은 도구를 넘어 '존재' 그 자체로 변모하고 있습니다.

**3. 인공지능이 여는 새로운 인터넷 세상**
*   AI가 웹사이트의 주요 방문자가 되는 새로운 인터넷 세상이 곧 도래할 것입니다.
*   이에 따라 모든 기업은 새로운 웹 생태계에 발맞춰 자사 웹사이트를 재편해야 할 때가 올 것으로 예상됩니다.

**4. 인공지능, 어떻게 쓸 것인가**
*   AI를 제대로 이해하고, 어떻게 활용할 수 있을지를 고민해야 할 시점입니다.
*   AI에 초안 작성이나 자료 정리 등 반복 업무를 맡겨 시간을 절약할 수 있습니다.
*   이를 통해 사람들은 핵심 메시지, 전략 수립, 판단, 창의성 등 중요한 부분에 집중할 수 있습니다.
*   카페 사장, 강사, 변호사 등 다양한 직업군에서 AI를 활용해 업무의 질과 생산성을 높일 수 있습니다.
*   결과적으로 AI는 사용자가 정말 중요한 부분에 몰입할 수 있도록 도울 것입니다.

**5. 인공지능 시대, 알던 지식을 비워라 그리고 연대하라**
*   디지털 인문학자 구본권은 AI 시대에는 '언러닝'(unlearning)과 '감식안'이 필수적이며, 기존 지식과 경험이 많을수록 위험할 수 있다고 말합니다.
*   AI가 누구나 지식과 기회를 얻는 강력한 개인의 시대를 열지만, 역설적으로 협업과 연대의 힘이 더욱 중요해진다고 강조합니다.
*   이는 AI를 개인이 배타적으로 소유할 수 없고, 개인의 주의력과 역량에도 한계가 있기 때문입니다.
*   '할 줄 알지만 말로 설명할 수 없는' 암묵지 습득의 중요성도 언급됩니다.
*   결국 AI 시대에는 강한 개인의 역량과 함께 취약한 다수의 협력이 생존의 열쇠가 될 것입니다.",
인공지능-202601271343,2026-01-27 13:43:56.869074,인공지능,4,"인공지능, 어떻게 쓸 것인가",https://www.hani.co.kr/arti/science/technology/1217105.html,"제대로 알고, 내가 어떻게 활용할 수 있을지를 고민해야 할 시점입니다. 보고서는 AI에 초안과 자료 정리를 맡기고, 나는 핵심 메시지와 전략에 집중할 수 있습니다. AI를 활용하면 반복 업무에 쓰던 시간을 줄이고, 판단과 창의성이 필요한 부분에 집중할 수 있습니다. 카페 사장님이라면 매일 고민하는 SNS 홍보 문구를 AI에 맡길 수 있습니다. 강사나 컨설턴트라면, 핵심 개념 요약이나 쉬운 비유를 AI에 부탁해 강의 준비 시간을 절약할 수 있습니다. 변호사는 수많은 판례 중 AI가 유사 사례를 빠르게 찾아주면, 본질적인 논리 구성에 더 집중할 수 있습니다. 하지만 동시에 업무의 질을 높이고, 생산성을 끌어올리며, 정말 중요한 부분에 몰입할 수 있도록 도와줄 수도 있습니다. * 트럼프 관세 인상 돌발카드 왜…대미투자법 통과 지연 불만. * [이 대통령 “부동산에 비정상적 자원배분, 반드시 바로잡아야” [영상]](/arti/politics/bluehouse/1241836.html). * [[단독] 신도 국힘 가입 ‘필라테스 작전’ 주도한 신천지 2인자 녹취 100개 확보](/arti/society/society_general/1241822.html). * 이란 시위 사망자 3117명 ‘첫 공식 발표’…인권단체 “2만5천명 가능성”. * [기소·수사 완전한 분리, 검찰 ‘개혁’ 아닌 ‘정상화’ [기고]](/arti/opinion/column/1241790.html). [단독] 신도 국힘 가입 ‘필라테스 작전’ 주도한 신천지 2인자 녹취 100개 확보](/arti/society/society_general/1241822.html).","다음 뉴스 기사들의 핵심 내용을 한국어로 요약해 드립니다:

---

**1. 인공지능은 2030년 우리 생활을 얼마나 바꿀까**
*   '인공지능 100년 연구'팀 보고서는 2030년까지 AI가 북미 도시 시민의 생활에 가져올 변화를 8개 영역에서 예측했습니다.
*   자율주행 운송수단이 대중화되어 많은 이들이 AI를 처음으로 물리적으로 경험하며, 이는 AI에 대한 인식을 좌우할 것으로 예상됩니다.
*   스스로 운전하는 차가 보편화되면 차 소유 개념이 줄고, 사무실 가까이 살아야 할 필요성도 감소할 것으로 보입니다.
*   보건 분야에서는 AI 기반 제품과 서비스가 수년 내에 수백만 명의 삶의 질을 개선할 것으로 기대하고 있습니다.

**2. [IT세상]도구를 넘어 '존재'가 되고 있는 AI**
*   인공지능(AI)은 오랫동안 인간의 연장선에 있는 '도구'로 간주되어 왔습니다.
*   하지만 이제 AI는 계산 기계나 챗봇 같은 도구를 넘어 '존재' 그 자체로 변모하고 있습니다.

**3. 인공지능이 여는 새로운 인터넷 세상**
*   AI가 웹사이트의 주요 방문자가 되는 새로운 인터넷 세상이 곧 도래할 것입니다.
*   이에 따라 모든 기업은 새로운 웹 생태계에 발맞춰 자사 웹사이트를 재편해야 할 때가 올 것으로 예상됩니다.

**4. 인공지능, 어떻게 쓸 것인가**
*   AI를 제대로 이해하고, 어떻게 활용할 수 있을지를 고민해야 할 시점입니다.
*   AI에 초안 작성이나 자료 정리 등 반복 업무를 맡겨 시간을 절약할 수 있습니다.
*   이를 통해 사람들은 핵심 메시지, 전략 수립, 판단, 창의성 등 중요한 부분에 집중할 수 있습니다.
*   카페 사장, 강사, 변호사 등 다양한 직업군에서 AI를 활용해 업무의 질과 생산성을 높일 수 있습니다.
*   결과적으로 AI는 사용자가 정말 중요한 부분에 몰입할 수 있도록 도울 것입니다.

**5. 인공지능 시대, 알던 지식을 비워라 그리고 연대하라**
*   디지털 인문학자 구본권은 AI 시대에는 '언러닝'(unlearning)과 '감식안'이 필수적이며, 기존 지식과 경험이 많을수록 위험할 수 있다고 말합니다.
*   AI가 누구나 지식과 기회를 얻는 강력한 개인의 시대를 열지만, 역설적으로 협업과 연대의 힘이 더욱 중요해진다고 강조합니다.
*   이는 AI를 개인이 배타적으로 소유할 수 없고, 개인의 주의력과 역량에도 한계가 있기 때문입니다.
*   '할 줄 알지만 말로 설명할 수 없는' 암묵지 습득의 중요성도 언급됩니다.
*   결국 AI 시대에는 강한 개인의 역량과 함께 취약한 다수의 협력이 생존의 열쇠가 될 것입니다.",
인공지능-202601271343,2026-01-27 13:43:56.869074,인공지능,5,"인공지능 시대, 알던 지식을 비워라 그리고 연대하라 [.txt]",https://www.hani.co.kr/arti/culture/book/1240034.html,"#### 디지털 인문학자 겸 저널리스트 구본권 신작 지식·경험 많을수록 위험…‘언러닝’·‘감식안’ 필수 강력한 개인과 취약한 다수의 시대, 협력해야 생존. 하지만 인류가 인공지능을 거부할 수 있을까. ‘로봇 시대, 인간의 일’ ‘메타인지의 힘’ 등의 저술로 인공지능과 로봇의 세계를 설득력 있게 설명해 온 디지털 인문학자 겸 저널리스트 구본권(전 한겨레 기자·언론학 박사)이 ‘AI 시대, 강력한 개인이 온다’를 펴냈다. 이제는 누구나 AI로 지식과 기회를 얻을 수 있다. 지식과 경험이 많은 자가 더 위험해질 수 있다. 저자는 ‘암묵지’의 습득 또한 중요하다고 밝히는데, 암묵지는 “할 줄 알지만 말로 설명할 수 없는 지식과 능력”(마이클 폴라니)을 가리킨다. 하지만 저자는 이런 강력한 개인의 시대에 역설적으로 협업의 힘이 커진다고 강조한다. 인공지능은 절대 반지처럼 개인이 배타적으로 소유할 수 없고, 개인의 주의력과 역량에도 한계가 있기 때문이다. 이 예측대로라면 ‘강한 개인’은 걷잡을 수 없이 빠른 속도로 재산을 증식하고 권력을 얻을 것이며, 그 반대도 역시 성립한다. * [이 대통령 “부동산에 비정상적 자원배분, 반드시 바로잡아야” [영상]](/arti/politics/bluehouse/1241836.html). * [[단독] 신도 국힘 가입 ‘필라테스 작전’ 주도한 신천지 2인자 녹취 100개 확보](/arti/society/society_general/1241822.html). [단독] 신도 국힘 가입 ‘필라테스 작전’ 주도한 신천지 2인자 녹취 100개 확보](/arti/society/society_general/1241822.html).","다음 뉴스 기사들의 핵심 내용을 한국어로 요약해 드립니다:

---

**1. 인공지능은 2030년 우리 생활을 얼마나 바꿀까**
*   '인공지능 100년 연구'팀 보고서는 2030년까지 AI가 북미 도시 시민의 생활에 가져올 변화를 8개 영역에서 예측했습니다.
*   자율주행 운송수단이 대중화되어 많은 이들이 AI를 처음으로 물리적으로 경험하며, 이는 AI에 대한 인식을 좌우할 것으로 예상됩니다.
*   스스로 운전하는 차가 보편화되면 차 소유 개념이 줄고, 사무실 가까이 살아야 할 필요성도 감소할 것으로 보입니다.
*   보건 분야에서는 AI 기반 제품과 서비스가 수년 내에 수백만 명의 삶의 질을 개선할 것으로 기대하고 있습니다.

**2. [IT세상]도구를 넘어 '존재'가 되고 있는 AI**
*   인공지능(AI)은 오랫동안 인간의 연장선에 있는 '도구'로 간주되어 왔습니다.
*   하지만 이제 AI는 계산 기계나 챗봇 같은 도구를 넘어 '존재' 그 자체로 변모하고 있습니다.

**3. 인공지능이 여는 새로운 인터넷 세상**
*   AI가 웹사이트의 주요 방문자가 되는 새로운 인터넷 세상이 곧 도래할 것입니다.
*   이에 따라 모든 기업은 새로운 웹 생태계에 발맞춰 자사 웹사이트를 재편해야 할 때가 올 것으로 예상됩니다.

**4. 인공지능, 어떻게 쓸 것인가**
*   AI를 제대로 이해하고, 어떻게 활용할 수 있을지를 고민해야 할 시점입니다.
*   AI에 초안 작성이나 자료 정리 등 반복 업무를 맡겨 시간을 절약할 수 있습니다.
*   이를 통해 사람들은 핵심 메시지, 전략 수립, 판단, 창의성 등 중요한 부분에 집중할 수 있습니다.
*   카페 사장, 강사, 변호사 등 다양한 직업군에서 AI를 활용해 업무의 질과 생산성을 높일 수 있습니다.
*   결과적으로 AI는 사용자가 정말 중요한 부분에 몰입할 수 있도록 도울 것입니다.

**5. 인공지능 시대, 알던 지식을 비워라 그리고 연대하라**
*   디지털 인문학자 구본권은 AI 시대에는 '언러닝'(unlearning)과 '감식안'이 필수적이며, 기존 지식과 경험이 많을수록 위험할 수 있다고 말합니다.
*   AI가 누구나 지식과 기회를 얻는 강력한 개인의 시대를 열지만, 역설적으로 협업과 연대의 힘이 더욱 중요해진다고 강조합니다.
*   이는 AI를 개인이 배타적으로 소유할 수 없고, 개인의 주의력과 역량에도 한계가 있기 때문입니다.
*   '할 줄 알지만 말로 설명할 수 없는' 암묵지 습득의 중요성도 언급됩니다.
*   결국 AI 시대에는 강한 개인의 역량과 함께 취약한 다수의 협력이 생존의 열쇠가 될 것입니다.",
첼시 대 아스날-202601271344,2026-01-27 13:44:45.077589,첼시 대 아스날,1,"첼시, 라이벌 아스날에 10년만에 승리",https://news.kbs.co.kr/news/view.do?ncd=1113609,잉글랜드 프리미어리그 챔피언 첼시가 10년 만에 런던 라이벌 아스날을 꺾었다. 지난 시즌 반세기 만에 리그 우승을 거머쥔 첼시는 22일[한국시간] 런던 스탬포드,"다음은 뉴스 기사들의 핵심 내용을 요약한 것입니다:

*   과거 프리미어리그 챔피언 첼시가 런던 라이벌 아스날을 10년 만에 꺾고 승리했다.
*   2023-2024 시즌, 아스날은 첼시를 5대 0으로 대파하며 선두를 질주했고, 20년 만의 프리미어리그 우승에 도전하고 있다.
*   2013-2014 시즌, 첼시는 아르센 벵거 감독의 1000번째 경기에서 아스날을 6대 0으로 대파하는 굴욕을 안겼다.
*   첼시가 아스날을 꺾고 프리미어리그 선두를 질주했으며, 당시 조제 무리뉴 감독이 팀을 이끌었다.",
첼시 대 아스날-202601271344,2026-01-27 13:44:45.077589,첼시 대 아스날,2,"'하베르츠 · 화이트 멀티골' 아스날, 첼시 5대 0 대파…선두 유지",https://news.sbs.co.kr/news/endPage.do?news_id=N1007622754,아스날은 24일 영국 런던의 에미레이츠 스타디움에서 열린 2023-2024 EPL 29라운드 순연 경기에서 첼시를 5대 0으로 대파했습니다.,"다음은 뉴스 기사들의 핵심 내용을 요약한 것입니다:

*   과거 프리미어리그 챔피언 첼시가 런던 라이벌 아스날을 10년 만에 꺾고 승리했다.
*   2023-2024 시즌, 아스날은 첼시를 5대 0으로 대파하며 선두를 질주했고, 20년 만의 프리미어리그 우승에 도전하고 있다.
*   2013-2014 시즌, 첼시는 아르센 벵거 감독의 1000번째 경기에서 아스날을 6대 0으로 대파하는 굴욕을 안겼다.
*   첼시가 아스날을 꺾고 프리미어리그 선두를 질주했으며, 당시 조제 무리뉴 감독이 팀을 이끌었다.",
첼시 대 아스날-202601271344,2026-01-27 13:44:45.077589,첼시 대 아스날,3,"'첼시 5-0 제압' 아스날, 20년 만에 EPL 우승 도전 - SBS 뉴스",https://news.sbs.co.kr/news/endPage.do?news_id=N1007622594,20년 만에 프리미어 리그 우승에 도전하는 아스날이 첼시와 런던 더비에서 5대 0 대승을 거두고 선두를 질주했습니다.,"다음은 뉴스 기사들의 핵심 내용을 요약한 것입니다:

*   과거 프리미어리그 챔피언 첼시가 런던 라이벌 아스날을 10년 만에 꺾고 승리했다.
*   2023-2024 시즌, 아스날은 첼시를 5대 0으로 대파하며 선두를 질주했고, 20년 만의 프리미어리그 우승에 도전하고 있다.
*   2013-2014 시즌, 첼시는 아르센 벵거 감독의 1000번째 경기에서 아스날을 6대 0으로 대파하는 굴욕을 안겼다.
*   첼시가 아스날을 꺾고 프리미어리그 선두를 질주했으며, 당시 조제 무리뉴 감독이 팀을 이끌었다.",
첼시 대 아스날-202601271344,2026-01-27 13:44:45.077589,첼시 대 아스날,4,"첼시, 아스널 6-0 대파…벵거 1천번째 경기 '망신'",https://www.yna.co.kr/view/AKR20140322062200007,잉글랜드 프로축구 첼시는 22일(한국시간) 영국 런던의 스탬퍼드 브리지에서 열린 2013-2014 프리미어리그 31라운드 홈경기에서 아스널을 6-0으로 침몰,"다음은 뉴스 기사들의 핵심 내용을 요약한 것입니다:

*   과거 프리미어리그 챔피언 첼시가 런던 라이벌 아스날을 10년 만에 꺾고 승리했다.
*   2023-2024 시즌, 아스날은 첼시를 5대 0으로 대파하며 선두를 질주했고, 20년 만의 프리미어리그 우승에 도전하고 있다.
*   2013-2014 시즌, 첼시는 아르센 벵거 감독의 1000번째 경기에서 아스날을 6대 0으로 대파하는 굴욕을 안겼다.
*   첼시가 아스날을 꺾고 프리미어리그 선두를 질주했으며, 당시 조제 무리뉴 감독이 팀을 이끌었다.",
첼시 대 아스날-202601271344,2026-01-27 13:44:45.077589,첼시 대 아스날,5,"첼시, 아스날 격파 선두 질주",https://www.hani.co.kr/arti/sports/soccer/88651.html,잉글랜드 프로축구(프리미어리그) 첼시가 '런던 라이벌' 아스날을 꺾고 선두를 질주했다. 조제 무리뉴 감독이 이끄는 첼시는 19일 새벽(이하 한국,"다음은 뉴스 기사들의 핵심 내용을 요약한 것입니다:

*   과거 프리미어리그 챔피언 첼시가 런던 라이벌 아스날을 10년 만에 꺾고 승리했다.
*   2023-2024 시즌, 아스날은 첼시를 5대 0으로 대파하며 선두를 질주했고, 20년 만의 프리미어리그 우승에 도전하고 있다.
*   2013-2014 시즌, 첼시는 아르센 벵거 감독의 1000번째 경기에서 아스날을 6대 0으로 대파하는 굴욕을 안겼다.
*   첼시가 아스날을 꺾고 프리미어리그 선두를 질주했으며, 당시 조제 무리뉴 감독이 팀을 이끌었다.",
